Skill	EntityID
Digital electrosurgical units	ONET:DigitalElectrosurgicalUnits
Digital elevation model DEM software	ONET:DigitalElevationModelDEMSoftware
Digital Engineering Corporation E-MAPS	ONET:DigitalEngineeringCorporationE-MAPS
Digital Equipment Corporation DIGITAL Fortran 90	ONET:DigitalEquipmentCorporationDIGITALFortran90
Digital feeler gauges	ONET:DigitalFeelerGauges
Digital floor scales	ONET:DigitalFloorScales
Digital flowmeters	ONET:DigitalFlowmeters
Digital food thermometers	ONET:DigitalFoodThermometers
Digital force gauges	ONET:DigitalForceGauges
Digital fundus cameras	ONET:DigitalFundusCameras
Digital game pacers	ONET:DigitalGamePacers
Digital Gateway e-automate	ONET:DigitalGatewayE-automate
Digital gauges	ONET:DigitalGauges
Digital gel analyzer systems	ONET:DigitalGelAnalyzerSystems
Digital handheld thermometers	ONET:DigitalHandheldThermometers
Digital hand meters	ONET:DigitalHandMeters
Digital hardness testers	ONET:DigitalHardnessTesters
Digital Healthcare OptoMize	ONET:DigitalHealthcareOptoMize
Digital heat lamps	ONET:DigitalHeatLamps
Digital height gauges	ONET:DigitalHeightGauges
Digital humidity gauges	ONET:DigitalHumidityGauges
Digital hydrometers	ONET:DigitalHydrometers
Digital hygrometers	ONET:DigitalHygrometers
Digital image collections	ONET:DigitalImageCollections
Digital image correlation DIC software	ONET:DigitalImageCorrelationDICSoftware
Digital image databases	ONET:DigitalImageDatabases
Digital Image Management Solutions Crime Scene	ONET:DigitalImageManagementSolutionsCrimeScene
Digital image printers	ONET:DigitalImagePrinters
Digital image processing software	ONET:DigitalImageProcessingSoftware
Digital Imaging Communications in Medicine DICOM-compatible image acquisition and integration software products	ONET:DigitalImagingCommunicationsInMedicineDICOM-compatibleImageAcquisitionAndIntegrationSoftwareProducts
Digital Imaging Communications in Medicine DICOM diagnostic medical printers	ONET:DigitalImagingCommunicationsInMedicineDICOMDiagnosticMedicalPrinters
Digital Imaging Communications in Medicine DICOM imaging equipment	ONET:DigitalImagingCommunicationsInMedicineDICOMImagingEquipment
Digital Imaging Communications in Medicine DICOM medical imaging software	ONET:DigitalImagingCommunicationsInMedicineDICOMMedicalImagingSoftware
Digital Imaging Communications in Medicine DICOM software/modality management software	ONET:DigitalImagingCommunicationsInMedicineDICOMSoftware/modalityManagementSoftware
Digital Imaging Communications in Medicine DICOM system equipment	ONET:DigitalImagingCommunicationsInMedicineDICOMSystemEquipment
Digital imaging microscopes	ONET:DigitalImagingMicroscopes
Digital imaging software	ONET:DigitalImagingSoftware
Digital imaging system software	ONET:DigitalImagingSystemSoftware
Digital imaging workstations	ONET:DigitalImagingWorkstations
Digital inclinometer range of motion measurement instruments	ONET:DigitalInclinometerRangeOfMotionMeasurementInstruments
Digital inclinometers	ONET:DigitalInclinometers
Digital infrared thermometers	ONET:DigitalInfraredThermometers
Digital integrated circuit testers	ONET:DigitalIntegratedCircuitTesters
Digital karyotyping software	ONET:DigitalKaryotypingSoftware
Digital kitchen thermometers	ONET:DigitalKitchenThermometers
Digital kitchen timers	ONET:DigitalKitchenTimers
Digital laser rangefinders	ONET:DigitalLaserRangefinders
Digital lasers	ONET:DigitalLasers
Digital letterpresses	ONET:DigitalLetterpresses
Digital levels	ONET:DigitalLevels
Digital light bars	ONET:DigitalLightBars
Digital light meters	ONET:DigitalLightMeters
Digital logic analyzers	ONET:DigitalLogicAnalyzers
Digital logic probes	ONET:DigitalLogicProbes
Digital luxmeters	ONET:DigitalLuxmeters
Digital manometers	ONET:DigitalManometers
Digital map measurers	ONET:DigitalMapMeasurers
Digital mapping software	ONET:DigitalMappingSoftware
Digital mAs meters	ONET:DigitalMAsMeters
Digital measuring poles	ONET:DigitalMeasuringPoles
Digital measuring wheels	ONET:DigitalMeasuringWheels
Digital medical thermometers	ONET:DigitalMedicalThermometers
Digital micrometers	ONET:DigitalMicrometers
Digital micropipettes	ONET:DigitalMicropipettes
Digital minilabs	ONET:DigitalMinilabs
Digital mixing consoles	ONET:DigitalMixingConsoles
Digital movie projectors	ONET:DigitalMovieProjectors
Digital multifunction analyzers	ONET:DigitalMultifunctionAnalyzers
Digital multimeters	ONET:DigitalMultimeters
Digital ohmmeters	ONET:DigitalOhmmeters
Digital oscilloscopes	ONET:DigitalOscilloscopes
Digital oxidation reduction potential ORP meters	ONET:DigitalOxidationReductionPotentialORPMeters
Digital panel meters	ONET:DigitalPanelMeters
Digital paper	ONET:DigitalPaper
Digital particle image velocimeters	ONET:DigitalParticleImageVelocimeters
Digital patient thermometers	ONET:DigitalPatientThermometers
Digital pattern generators	ONET:DigitalPatternGenerators
Digital pens	ONET:DigitalPens
Digital pH meters	ONET:DigitalPHMeters
Digital photocopiers	ONET:DigitalPhotocopiers
Digital photomicroscopes	ONET:DigitalPhotomicroscopes
Digital photo printers	ONET:DigitalPhotoPrinters
Digital playback machines	ONET:DigitalPlaybackMachines
Digital plotters	ONET:DigitalPlotters
Digital polariscopes	ONET:DigitalPolariscopes
Digital postal meters	ONET:DigitalPostalMeters
Digital postal scales	ONET:DigitalPostalScales
Digital power meters	ONET:DigitalPowerMeters
Digital pressure gauges	ONET:DigitalPressureGauges
Digital printing presses	ONET:DigitalPrintingPresses
Digital projectors	ONET:DigitalProjectors
Digital protractors	ONET:DigitalProtractors
Digital psychrometers	ONET:DigitalPsychrometers
Digital pupillometers	ONET:DigitalPupillometers
Digital pupilometers	ONET:DigitalPupilometers
Digital pyrometers	ONET:DigitalPyrometers
Digital radiographic equipment	ONET:DigitalRadiographicEquipment
Digital radius gauges	ONET:DigitalRadiusGauges
Digital ratemeters	ONET:DigitalRatemeters
Digital readouts	ONET:DigitalReadouts
Digital recording amp meters	ONET:DigitalRecordingAmpMeters
Digital recording equipment	ONET:DigitalRecordingEquipment
Digital recording instruments	ONET:DigitalRecordingInstruments
Digital refractometers	ONET:DigitalRefractometers
Digital resistance meters	ONET:DigitalResistanceMeters
Digital resistance thermometers	ONET:DigitalResistanceThermometers
Digital samplers	ONET:DigitalSamplers
Digital scales	ONET:DigitalScales
Digital seismographs	ONET:DigitalSeismographs
Digital signal analyzers	ONET:DigitalSignalAnalyzers
Digital soil thermometers	ONET:DigitalSoilThermometers
Digital sonifiers	ONET:DigitalSonifiers
Digital sonomicrometers	ONET:DigitalSonomicrometers
Digital sound level meters	ONET:DigitalSoundLevelMeters
Digital spectrum analyzers	ONET:DigitalSpectrumAnalyzers
Digital spirometers	ONET:DigitalSpirometers
Digital spring balance scales	ONET:DigitalSpringBalanceScales
Digital stereoscopic cameras	ONET:DigitalStereoscopicCameras
Digital still cameras	ONET:DigitalStillCameras
Digital stopwatches	ONET:DigitalStopwatches
Digital storage oscilloscopes	ONET:DigitalStorageOscilloscopes
Digital storage oscilloscopes DSO	ONET:DigitalStorageOscilloscopesDSO
Digital strain gauges	ONET:DigitalStrainGauges
Digital surface thermometers	ONET:DigitalSurfaceThermometers
Digital surveillance camera systems	ONET:DigitalSurveillanceCameraSystems
Digital survey meters	ONET:DigitalSurveyMeters
Digital switchers	ONET:DigitalSwitchers
Digital tachometers	ONET:DigitalTachometers
Digital tape measures	ONET:DigitalTapeMeasures
Digital tape recorders	ONET:DigitalTapeRecorders
Digital tapes	ONET:DigitalTapes
Digital temperature analyzers	ONET:DigitalTemperatureAnalyzers
Digital terrain modeling software	ONET:DigitalTerrainModelingSoftware
Digital thermocouples	ONET:DigitalThermocouples
Digital thermometers	ONET:DigitalThermometers
Digital thickness gauges	ONET:DigitalThicknessGauges
Digital timers	ONET:DigitalTimers
Digital timing diagram editing software	ONET:DigitalTimingDiagramEditingSoftware
Digital timing lights	ONET:DigitalTimingLights
Digital tire pressure gauges	ONET:DigitalTirePressureGauges
Digital to analog converters	ONET:DigitalToAnalogConverters
Digital torque screwdrivers	ONET:DigitalTorqueScrewdrivers
Digital torque wrenches	ONET:DigitalTorqueWrenches
Digital transmission densitometers	ONET:DigitalTransmissionDensitometers
Digital tuners	ONET:DigitalTuners
Digital vacuum gauges	ONET:DigitalVacuumGauges
Digital veterinary thermometers	ONET:DigitalVeterinaryThermometers
Digital veterinary x ray equipment	ONET:DigitalVeterinaryXRayEquipment
Digital video cameras	ONET:DigitalVideoCameras
Digital video disk DVD duplicators	ONET:DigitalVideoDiskDVDDuplicators
Digital video disk DVD players	ONET:DigitalVideoDiskDVDPlayers
Digital video disk DVD recorders	ONET:DigitalVideoDiskDVDRecorders
Digital video editing systems	ONET:DigitalVideoEditingSystems
Digital video editors	ONET:DigitalVideoEditors
Digital video effects units	ONET:DigitalVideoEffectsUnits
Digital video equipment	ONET:DigitalVideoEquipment
Digital video players	ONET:DigitalVideoPlayers
Digital video recorders	ONET:DigitalVideoRecorders
Digital video recorders DVR	ONET:DigitalVideoRecordersDVR
Digital video recording equipment	ONET:DigitalVideoRecordingEquipment
Digital video stroboscopy systems	ONET:DigitalVideoStroboscopySystems
Digital viscosometers	ONET:DigitalViscosometers
Digital voice recorders	ONET:DigitalVoiceRecorders
Digital voltage meters	ONET:DigitalVoltageMeters
Digital volt meters	ONET:DigitalVoltMeters
Digital voltmeters	ONET:DigitalVoltmeters
Digital voltmeters DVM	ONET:DigitalVoltmetersDVM
Digital wattmeters	ONET:DigitalWattmeters
Digital x ray equipment	ONET:DigitalXRayEquipment
Digital x ray machines	ONET:DigitalXRayMachines
Digitizers	ONET:Digitizers
Digitizing and photogrammetric software	ONET:DigitizingAndPhotogrammetricSoftware
Digitizing oscilloscopes	ONET:DigitizingOscilloscopes
Digitizing software	ONET:DigitizingSoftware
Digitizing tablets	ONET:DigitizingTablets
DigiTools Roof CAD	ONET:DigiToolsRoofCAD
Digivey software	ONET:DigiveySoftware(pointOfSaleFeature)
expert system feature	ONET:DigiveySoftware(expertSystemFeature)
point of sale feature	ONET:DigiveySoftware(pointOfSaleFeature)
DIgSILENT PowerFactory	ONET:DIgSILENTPowerFactory
Dikes	ONET:Dikes
Dilatometers	ONET:Dilatometers
Dilator catheters	ONET:DilatorCatheters
Diluter demand emergency oxygen systems	ONET:DiluterDemandEmergencyOxygenSystems
Diluters	ONET:Diluters
Dilution systems	ONET:DilutionSystems
DiMeMa CONTENTdm	ONET:DiMeMaCONTENTdm
Dimmers	ONET:Dimmers
Dimplers	ONET:Dimplers
Dinerware Intuitive Restaurant	ONET:DinerwareIntuitiveRestaurant
Dinkey engines	ONET:DinkeyEngines
Dinky engines	ONET:DinkyEngines
Diode lasers	ONET:DiodeLasers
Dip nets	ONET:DipNets
Dip net samplers	ONET:DipNetSamplers
Dipping tanks	ONET:DippingTanks
Dipping tongs	ONET:DippingTongs
Dipping vats	ONET:DippingVats
Dip tanks	ONET:DipTanks
Direct computer-controlled coordinate measuring machines DCC-CMM	ONET:DirectComputer-controlledCoordinateMeasuringMachinesDCC-CMM
Direct current DC arc welder	ONET:DirectCurrentDCArcWelder
Direct current DC potentiometers	ONET:DirectCurrentDCPotentiometers
Direct current DC power supplies	ONET:DirectCurrentDCPowerSupplies
Direct current DC power testers	ONET:DirectCurrentDCPowerTesters
Direct current DC sources	ONET:DirectCurrentDCSources
Direct current DC sputtering systems	ONET:DirectCurrentDCSputteringSystems
Direct current stability testing devices	ONET:DirectCurrentStabilityTestingDevices
Direct elevation rods	ONET:DirectElevationRods
Direct expansion evaporators	ONET:DirectExpansionEvaporators
Direct-fired fryers	ONET:Direct-firedFryers
Direct gas fired ovens	ONET:DirectGasFiredOvens
Direct heat dry wall carbon dioxide CO2 incubators	ONET:DirectHeatDryWallCarbonDioxideCO2Incubators
Direct Hit Systems THREADS	ONET:DirectHitSystemsTHREADS
Directional compasses	ONET:DirectionalCompasses
Directional radio frequency RF power meters	ONET:DirectionalRadioFrequencyRFPowerMeters
Direct motion computer numerically controlled CNC software	ONET:DirectMotionComputerNumericallyControlledCNCSoftware
Direct ophthalmoscopes	ONET:DirectOphthalmoscopes
Directors' viewfinders	ONET:Directors'Viewfinders
Directory servers	ONET:DirectoryServers
Directory software	ONET:DirectorySoftware
Direct read air monitors	ONET:DirectReadAirMonitors
Direct recirculating ovens	ONET:DirectRecirculatingOvens
Direct shear testing devices	ONET:DirectShearTestingDevices
Direct tap machines	ONET:DirectTapMachines
Direct-to-tool software	ONET:Direct-to-toolSoftware
Dirt bike lifts stands	ONET:DirtBikeLiftsStands
Dirt shovels	ONET:DirtShovels
Dirt sifters	ONET:DirtSifters
Disarea 5pm	ONET:Disarea5pm
Disaster recovery software	ONET:DisasterRecoverySoftware
Disc brake pad spreaders	ONET:DiscBrakePadSpreaders
Disc cutter dies	ONET:DiscCutterDies
Disc cutters	ONET:DiscCutters
Disc finishing machines	ONET:DiscFinishingMachines
Disc grinders	ONET:DiscGrinders
Discharge hoses	ONET:DischargeHoses
Discharger pumps	ONET:DischargerPumps
Discrete Dynamics Lab DDLab	ONET:DiscreteDynamicsLabDDLab
Discrete event simulation software	ONET:DiscreteEventSimulationSoftware
Discrete Fourier transform DFT analysis software	ONET:DiscreteFourierTransformDFTAnalysisSoftware
Discrete ordinates DORT dose assessment computer codes	ONET:DiscreteOrdinatesDORTDoseAssessmentComputerCodes
Discriminative reaction time apparatus	ONET:DiscriminativeReactionTimeApparatus
Discriminators	ONET:Discriminators
Disc sanders	ONET:DiscSanders
Disc screeners	ONET:DiscScreeners
Disease Mapping and Analysis Program DMAP	ONET:DiseaseMappingAndAnalysisProgramDMAP
Dish-cleaning brushes	ONET:Dish-cleaningBrushes
Dish drying racks	ONET:DishDryingRacks
Dishwashers	ONET:Dishwashers
Dishwashing machines	ONET:DishwashingMachines
Disimpaction forceps	ONET:DisimpactionForceps
Disinfectant sprayers	ONET:DisinfectantSprayers
Disinfection chlorinators	ONET:DisinfectionChlorinators
Disk file systems	ONET:DiskFileSystems
Disk grinders	ONET:DiskGrinders
Disk grinding machines	ONET:DiskGrindingMachines
Disk operating system DOS	ONET:DiskOperatingSystemDOS
Disk rippers	ONET:DiskRippers
Disks	ONET:Disks
Disk sanders	ONET:DiskSanders
Disk storage systems	ONET:DiskStorageSystems
Disk tillage equipment	ONET:DiskTillageEquipment
Dispatch servers	ONET:DispatchServers
Displacement transducers	ONET:DisplacementTransducers
Display screens	ONET:DisplayScreens
Disposable foam pad electrodes	ONET:DisposableFoamPadElectrodes
Disposable plastic pipettes	ONET:DisposablePlasticPipettes
Disposal units	ONET:DisposalUnits
Dissecting kits	ONET:DissectingKits
Dissecting knives	ONET:DissectingKnives
Dissecting microscopes	ONET:DissectingMicroscopes
Dissecting tools	ONET:DissectingTools
Dissection forceps	ONET:DissectionForceps
Dissection microscopes	ONET:DissectionMicroscopes
Dissection scalpels	ONET:DissectionScalpels
Dissection scissors	ONET:DissectionScissors
Dissection trays	ONET:DissectionTrays
Dissector rods	ONET:DissectorRods
Dissolved organic carbon analyzers	ONET:DissolvedOrganicCarbonAnalyzers
Dissolved oxygen indicators	ONET:DissolvedOxygenIndicators
Dissolved oxygen meters	ONET:DissolvedOxygenMeters
Dissolved oxygen monitors	ONET:DissolvedOxygenMonitors
Dissolved oxygen polarographic measurement devices	ONET:DissolvedOxygenPolarographicMeasurementDevices
Dissolved oxygen probes	ONET:DissolvedOxygenProbes
Dissolved oxygen sensors	ONET:DissolvedOxygenSensors
Dissolved oxygen test kits	ONET:DissolvedOxygenTestKits
Dissolved salt meters	ONET:DissolvedSaltMeters
Distal embolic protection devices	ONET:DistalEmbolicProtectionDevices
Distal end cutters	ONET:DistalEndCutters
Distance learning software	ONET:DistanceLearningSoftware
Distance measuring equipment DME	ONET:DistanceMeasuringEquipmentDME
Distance measuring wheels	ONET:DistanceMeasuringWheels
Distance meters	ONET:DistanceMeters
Distillation columns	ONET:DistillationColumns
Distillation equipment	ONET:DistillationEquipment
Distillation ovens	ONET:DistillationOvens
Distillation systems	ONET:DistillationSystems
Distillation units	ONET:DistillationUnits
Distilled water units	ONET:DistilledWaterUnits
Distillers	ONET:Distillers
Distilling condensers	ONET:DistillingCondensers
Distilling equipment	ONET:DistillingEquipment
Distilling units	ONET:DistillingUnits
Distortion analyzers	ONET:DistortionAnalyzers
Distortion meters	ONET:DistortionMeters
Distress flags	ONET:DistressFlags
Distress flares	ONET:DistressFlares
Distributed component object model DCOM software	ONET:DistributedComponentObjectModelDCOMSoftware
Distributed control system DCS	ONET:DistributedControlSystemDCS
Distributed database management software	ONET:DistributedDatabaseManagementSoftware
Distributed heterogeneous computers	ONET:DistributedHeterogeneousComputers
Distribution automation system software	ONET:DistributionAutomationSystemSoftware
Distribution management system DMS	ONET:DistributionManagementSystemDMS
Ditchers	ONET:Ditchers
Ditch pumps	ONET:DitchPumps
DIVA-GIS	ONET:DIVA-GIS
Dive computers	ONET:DiveComputers
Diverging collimators	ONET:DivergingCollimators
Diversified Ophthalmics Practice Maximus	ONET:DiversifiedOphthalmicsPracticeMaximus
Divers' knives	ONET:Divers'Knives
Divers' lights	ONET:Divers'Lights
Divers' safety harnesses	ONET:Divers'SafetyHarnesses
Diverter samplers	ONET:DiverterSamplers
Dive suits	ONET:DiveSuits
Dive timing devices	ONET:DiveTimingDevices
Dividers	ONET:Dividers
Diving compressor systems	ONET:DivingCompressorSystems
Diving gauges	ONET:DivingGauges
Diving logbook software	ONET:DivingLogbookSoftware
Diving masks	ONET:DivingMasks
Diving platforms	ONET:DivingPlatforms
Diving suits	ONET:DivingSuits
Diving table software	ONET:DivingTableSoftware
Django	ONET:Django
DJI Go 4	ONET:DJIGo4
DJI GS Pro	ONET:DJIGSPro
DJI Pilot	ONET:DJIPilot
DL_POLY	ONET:DL_POLY
DM2 Bills of Lading	ONET:DM2BillsOfLading
DNA sequencing software	ONET:DNASequencingSoftware
DNA typing kits	ONET:DNATypingKits
Dobsonian telescopes	ONET:DobsonianTelescopes
doc2MD	ONET:Doc2MD
DOC Cop	ONET:DOCCop
Doc.It DM	ONET:Doc.ItDM
Dockage testers	ONET:DockageTesters
Dock boards	ONET:DockBoards
Dockboards	ONET:Dockboards
Docker	ONET:Docker
Docking and ligand binding software	ONET:DockingAndLigandBindingSoftware
DocSite Registry	ONET:DocSiteRegistry
DoctorsPartner EMR	ONET:DoctorsPartnerEMR
DocTranslate	ONET:DocTranslate
Document binding equipment	ONET:DocumentBindingEquipment
Document cameras	ONET:DocumentCameras
Document creation software	ONET:DocumentCreationSoftware
Document imaging software	ONET:DocumentImagingSoftware
Document indexing software	ONET:DocumentIndexingSoftware
Document mailing equipment	ONET:DocumentMailingEquipment
Document management system software	ONET:DocumentManagementSystemSoftware
Document Object Model DOM Scripting	ONET:DocumentObjectModelDOMScripting
DocumentPlus	ONET:DocumentPlus
Document printers	ONET:DocumentPrinters
Document publishing software	ONET:DocumentPublishingSoftware
Document scanners	ONET:DocumentScanners
Document scanning software	ONET:DocumentScanningSoftware
Document shredders	ONET:DocumentShredders
Document stamps	ONET:DocumentStamps
DocuSign SpringCM	ONET:DocuSignSpringCM
DocuTrac QuicDoc	ONET:DocuTracQuicDoc
DOE-2	ONET:DOE-2
Dogbones	ONET:Dogbones
Dog cooling vests	ONET:DogCoolingVests
Dog muzzles	ONET:DogMuzzles
Dog training collars	ONET:DogTrainingCollars
Dog training dummies	ONET:DogTrainingDummies
Dog training dummy launchers	ONET:DogTrainingDummyLaunchers
Doll houses	ONET:DollHouses
Dollies	ONET:Dollies
Dolls	ONET:Dolls
Dolly blocks	ONET:DollyBlocks
Dolphin CAD/CAM	ONET:DolphinCAD/CAM
Dolphin Imaging & Management Solutions Dolphin Management	ONET:DolphinImaging&ManagementSolutionsDolphinManagement
Dolphin Integration SMASH	ONET:DolphinIntegrationSMASH
Dolphin knives	ONET:DolphinKnives
Dolphin Lunar	ONET:DolphinLunar
Domain name servers DNS	ONET:DomainNameServersDNS
Domain name system DNS	ONET:DomainNameSystemDNS
Dome brushes	ONET:DomeBrushes
Dome magnifiers	ONET:DomeMagnifiers
Domestic Animal Diversity Information Service DAD-IS	ONET:DomesticAnimalDiversityInformationServiceDAD-IS
Domestic coffee makers	ONET:DomesticCoffeeMakers
Domestic dishwashers	ONET:DomesticDishwashers
Domestic electric skillets	ONET:DomesticElectricSkillets
Domestic sewing machines	ONET:DomesticSewingMachines
Domestic toaster ovens	ONET:DomesticToasterOvens
Domestic washers	ONET:DomesticWashers
Domin-8 Enterprise Solutions RentRight	ONET:Domin-8EnterpriseSolutionsRentRight
Domin-8 Enterprise Solutions Tenant Pro	ONET:Domin-8EnterpriseSolutionsTenantPro
dominKnow Learning Center	ONET:DominKnowLearningCenter
Donor management system software	ONET:DonorManagementSystemSoftware
Dontrix gauges	ONET:DontrixGauges
Door opening controls	ONET:DoorOpeningControls
Door panel fastener removal tools	ONET:DoorPanelFastenerRemovalTools
Door pin tools	ONET:DoorPinTools
Door skin dollies	ONET:DoorSkinDollies
Door trim removers	ONET:DoorTrimRemovers
Doping tubes	ONET:DopingTubes
Doppler current and depth meters	ONET:DopplerCurrentAndDepthMeters
Doppler pulse measurement devices	ONET:DopplerPulseMeasurementDevices
Doppler radar equipment	ONET:DopplerRadarEquipment
Doppler Rayleigh laser imaging ranging and detecting LIDAR systems	ONET:DopplerRayleighLaserImagingRangingAndDetectingLIDARSystems
Doppler ultrasound equipment	ONET:DopplerUltrasoundEquipment
Doppler ultrasound fetascopes	ONET:DopplerUltrasoundFetascopes
Doppler vascular equipment	ONET:DopplerVascularEquipment
DORIS FILESERVERonline	ONET:DORISFILESERVERonline
Dose calibrators	ONET:DoseCalibrators
Dose modeling software	ONET:DoseModelingSoftware
Dose rate monitors	ONET:DoseRateMonitors
Dose unit calculation software	ONET:DoseUnitCalculationSoftware
Dosimeters	ONET:Dosimeters
Dosimetry badges	ONET:DosimetryBadges
DOS shell script	ONET:DOSShellScript
Dossier software	ONET:DossierSoftware
Dot lasers	ONET:DotLasers
Dot matrix printers	ONET:DotMatrixPrinters
dotProject	ONET:DotProject
Double-action revolvers	ONET:Double-actionRevolvers
Double basses	ONET:DoubleBasses
Double-beam balances	ONET:Double-beamBalances
Double-beam screeders	ONET:Double-beamScreeders
Double boilers	ONET:DoubleBoilers
DoubleBridge ROSETTA Phoenix eCTD Viewer	ONET:DoubleBridgeROSETTAPhoenixECTDViewer
DoubleBridge ROSETTA Pyramid	ONET:DoubleBridgeROSETTAPyramid
DoubleBridge ROSETTA Sceptre	ONET:DoubleBridgeROSETTASceptre
DoubleBridge ROSETTA Scribe	ONET:DoubleBridgeROSETTAScribe
Double-burner pump kettles	ONET:Double-burnerPumpKettles
DoubleCheck GRC&T Platform	ONET:DoubleCheckGRC&TPlatform
Double check valve bailers	ONET:DoubleCheckValveBailers
Double cut files	ONET:DoubleCutFiles
Double cutting wallpaper knives	ONET:DoubleCuttingWallpaperKnives
Double deckers	ONET:DoubleDeckers
Double-edged blades	ONET:Double-edgedBlades
Double-edged cutter tools	ONET:Double-edgedCutterTools
Double-end can socket wrenches	ONET:Double-endCanSocketWrenches
Double-ended band seaters	ONET:Double-endedBandSeaters
Double-ended curettes	ONET:Double-endedCurettes
Double-ended etching scribes	ONET:Double-endedEtchingScribes
Double-ended probes	ONET:Double-endedProbes
Double ended screwdrivers	ONET:DoubleEndedScrewdrivers
Double-ended screwstarters	ONET:Double-endedScrewstarters
Double-end explorers	ONET:Double-endExplorers
Double-end periodontal probes	ONET:Double-endPeriodontalProbes
Double end socket can wrenches	ONET:DoubleEndSocketCanWrenches
Double end tenoners	ONET:DoubleEndTenoners
Double faced sledge hammers	ONET:DoubleFacedSledgeHammers
Double horn anvils	ONET:DoubleHornAnvils
Double-lock seamers	ONET:Double-lockSeamers
Double lumen catheters	ONET:DoubleLumenCatheters
Double lumen tubes	ONET:DoubleLumenTubes
Double monochromators	ONET:DoubleMonochromators
Double needle sewing machines	ONET:DoubleNeedleSewingMachines
Double-packer systems	ONET:Double-packerSystems
Double push rod dilatometers	ONET:DoublePushRodDilatometers
Double right-angle prisms	ONET:DoubleRight-anglePrisms
Double-ring infiltrometers	ONET:Double-ringInfiltrometers
Double ring wrenches	ONET:DoubleRingWrenches
Doubles detectors	ONET:DoublesDetectors
Double seaming equipment	ONET:DoubleSeamingEquipment
Double-sided files	ONET:Double-sidedFiles
Double-sided magnetic tape measures	ONET:Double-sidedMagneticTapeMeasures
Double studded adapters	ONET:DoubleStuddedAdapters
Double tube bag triers	ONET:DoubleTubeBagTriers
Dough chunkers	ONET:DoughChunkers
Dough dividers	ONET:DoughDividers
Dough dockers	ONET:DoughDockers
Dough extruders	ONET:DoughExtruders
Dough laminators	ONET:DoughLaminators
Dough mixers	ONET:DoughMixers
Doughnut cutters	ONET:DoughnutCutters
Doughnut depositors	ONET:DoughnutDepositors
Doughnut fryers	ONET:DoughnutFryers
Doughnut screens	ONET:DoughnutScreens
Doughnut tumblers	ONET:DoughnutTumblers
Dough processing machines	ONET:DoughProcessingMachines
Dough proofers	ONET:DoughProofers
Dough pumps	ONET:DoughPumps
Dough scrapers	ONET:DoughScrapers
Dough sheeters	ONET:DoughSheeters
Dough thermometers	ONET:DoughThermometers
Dough trough hoists	ONET:DoughTroughHoists
Douglas Associates Forensic Filer	ONET:DouglasAssociatesForensicFiler
Dovetail jigs	ONET:DovetailJigs
Dovetail saws	ONET:DovetailSaws
Dowel pin drills	ONET:DowelPinDrills
Dowling Associates TRAFFIX	ONET:DowlingAssociatesTRAFFIX
Downhill skis	ONET:DownhillSkis
Downhole fishing tools	ONET:DownholeFishingTools
Downhole hammers	ONET:DownholeHammers
Downhole jet pumps	ONET:DownholeJetPumps
Downhole object retrieval equipment	ONET:DownholeObjectRetrievalEquipment
Downhole well testing equipment	ONET:DownholeWellTestingEquipment
Downriggers	ONET:Downriggers
Downspout crimpers	ONET:DownspoutCrimpers
Downstream strippers	ONET:DownstreamStrippers
doXstor Flight Level Logbook	ONET:DoXstorFlightLevelLogbook
Doxygen	ONET:Doxygen
DPS Software General Litigation	ONET:DPSSoftwareGeneralLitigation
DP Technology ESPRIT	ONET:DPTechnologyESPRIT
DQO ELIPGRID-PC	ONET:DQOELIPGRID-PC
DQO-PRO	ONET:DQO-PRO
Draft gauges	ONET:DraftGauges
Drafting boards	ONET:DraftingBoards
Drafting compasses	ONET:DraftingCompasses
Drafting curves	ONET:DraftingCurves
Drafting dividers	ONET:DraftingDividers
Drafting instruments	ONET:DraftingInstruments
Drafting kits	ONET:DraftingKits
Drafting machines	ONET:DraftingMachines
Drafting plotters	ONET:DraftingPlotters
Drafting scales	ONET:DraftingScales
Drafting software	ONET:DraftingSoftware
Drafting templates	ONET:DraftingTemplates
Drafting tools	ONET:DraftingTools
Drafting triangles	ONET:DraftingTriangles
Drag brooms	ONET:DragBrooms
Drag conveyors	ONET:DragConveyors
Drag leveling bars	ONET:DragLevelingBars
Dragline buckets	ONET:DraglineBuckets
Dragline cranes	ONET:DraglineCranes
Draglines	ONET:Draglines
Drag link sockets	ONET:DragLinkSockets
Drag mats	ONET:DragMats
Drag spikers	ONET:DragSpikers
Drainage pumps	ONET:DrainagePumps
Drainage tubes	ONET:DrainageTubes
Drain augers	ONET:DrainAugers
Drain cleaning cables	ONET:DrainCleaningCables
Drain cleaning machines	ONET:DrainCleaningMachines
Drain racks	ONET:DrainRacks
Drain spades	ONET:DrainSpades
Draught foam control devices	ONET:DraughtFoamControlDevices
Draw chisels	ONET:DrawChisels
Drawing and drafting software	ONET:DrawingAndDraftingSoftware
Drawing scales	ONET:DrawingScales
Drawing software	ONET:DrawingSoftware
Drawing tablets	ONET:DrawingTablets
Draw knives	ONET:DrawKnives
Drawknives	ONET:Drawknives
Drawn box scrapers	ONET:DrawnBoxScrapers
Draw reins	ONET:DrawReins
DRAWSTITCH Artistic Sewing Suite	ONET:DRAWSTITCHArtisticSewingSuite
Drawstring threaders	ONET:DrawstringThreaders
Draw tongs	ONET:DrawTongs
